position_idx,position,match_title
3787,Data Operations Analyst Intern @ Intel || Student @ USC Marshall School of Business,Business Data Analyst
3788,Executive Vice President at River Bank & Trust,Bank President
3789,Parish Accountant at St. Thomas Aquinas Catholic Church,Accountant
3791,Network Administrator at DoorDash,Administrator
3792,Medical Coder and Billing Specialist at Herzing University,Coder
3793,Technical Hiring Manager at Platform 3 Solutions,Technical Manager
3797,Inventory Control Associate at Rampart Supply,Inventory Associate
3799,"Consultant I, Scientist at ERM: Environmental Resources Management",Management Scientist
3801,VP at Plusgrade | Ancillary Revenue and Loyalty specialist,Revenue Specialist
3802,West Side Area Director,Director
3809,President-JohnWServices LLC ^CFO ^Management Consulting/Collaboration^Strategic Planning ^Financial System Design,President
3810,Labor Services Representative/Civil Service/ Unemployment at NYS DOL,Labor Service Representative
3812,Athletic Leadership M.S. student at Clemson University | News Producer | Writer | Creater,News Producer
3813,ELECTRICAL APPRENTICE,Electrical Apprentice
3816,Executive Vice President and Chief Financial Officer at Ascent Resources,Executive Officer
3817,Research Technician,Operations Research Analysts - Research Technician
3818,Architectural Sheet Metal Engineer/ Naval Gunnersmate/ Army Infantryman,Architectural Engineer
3819,M/WBE Program Director at NYC Fire Dept.,Director
3824,Graduate Research Assistant at Louisiana State University,Research Assistant (RA)
3825,Customer Service Specialist at State Farm,Farm Specialist
3826,Account Executive at SPINS | Helping CPG brands gain distribution and remove retail blindspots,Account Executive
3828,Public Historian ● Preservationist ● Grant Writer,Preservationist
3831,Core Commercial Account Executive at Johnson Controls Inc.,Account Executive
3833,Regional Sales Manager at Alto Pharmacy,Regional Manager
3836,Caseworker,"Business Operations Specialists, All Other - Caseworker"
3839,Executive Officer at Sixth Judicial District,Executive Officer
3841,Registered nurse (BSN) seeking a position to grow and devote acute care skills and experience to,Acute Care Nurse
3842,Clinical Supervisor at Helpline Youth Counseling,Clinical Supervisor
3843,"Regional Director Of Operations at D4C DENTAL BRANDS, INC.",Regional Director
3846,"Quality Coordinator at Hands of Hope Services, LLC",Quality Coordinator
3848,Speech Language Pathologist at Bay District Schools,Language Pathologist
3855,Process Control Engineer at Georgia-Pacific LLC,Process Control Engineer
3856,Site Security Supervisor at O'Brien & Associates,Supervisor
3859,Freelance Videomaker & Photographer,Freelance Photographer
3863,Program Director at Youth Extensions,Youth Program Director
3864,"Over 8 Years of experience working as a Java /J2EE developer in designing, developing, deploying, and maintaining web-based, client/server applications along with Enterprise and Distributed applications.",Server Developer
3865,Marketing Coordinator /Business Development for Jon Sidwell,Business Coordinator
3867,Restoration Technician,Water Restoration Technician
3868,Paraprofessional at ISSAQUAH SCHOOL DISTRICT 411,School Paraprofessional
3870,"Director, Business Analytics for Security and Collaboration at Cisco",Director
3872,"Sr. Analyst, Business Services and Resource Management",Business Management Analyst
3873,Software Engineer at Capital One,Software Engineer
3874,Executive Vice President & CCO,President
3875,Construction Inspector I at Terracon,Construction Inspector
3877,17 Years Driving Operations & Business Development Within The Restaurant Sector | Bar Manager @ Liv's Oyster Bar,Restaurant Manager
3878,Beckman Postdoctoral Fellow at University of Illinois Urbana-Champaign,Postdoctoral Fellow
3879,NAVAIR Supervisor,Supervisor
3881,Group Logistics Manager at Ryder,Logistics Manager
3882,"Narrator (Macmillan, PRH UK, Harper, Podium, John Marshall Media, Dreamscape, Tantor, Bee Audio)",Narrator
3886,Founder and Artistic Director at Oregon Children's Choir and Youth Chorale,Children's Director
3891,Deputy G-1 U.S Army Hawaii,Deputy
3894,Administrative Assistant MJC Companies & Licensed Builder Salesperson,Builder
3896,Sales Manager Western Region Electric Power at Caterpillar Inc.,Sales Manager
3897,Technical Support Manager at Canon Medical Informatics,Medical Manager
3900,Pastor for Grace Temple Church,Church Pastor
3901,"Property Manager, World Trade Center Portland",Property Manager
3902,"On-Site Supervisor at Action Pathways, Formally Cumberland County Action Program, Inc. Head Start",Supervisor
3906,Lead Order Specialist/Provisioner at Utility Telephone,Order Specialist
3908,Administrative Managers Assistant/Legal Assistant at Lone Star Legal Aid,Legal Assistant
3909,Member of USD Real Estate Society | Real Estate Investments Specialist,Investments Specialist
3910,Senior Software Engineer at byte®,Software Engineer
3912,"President at Right of Way Professionals, Inc.",President
3915,Clay Sculptor/Model Maker,Sculptor
3916,"Sales Associate at Ready Artwork - Websites, Design & Marketing",Marketing Associate
3919,Teacher/Coach/Sponsor,Coach
3920,Maintenance mechanic,Maintenance Mechanic Supervisor
3925,Field Operations Specialist at Philips Lifeline,Field Specialist
3926,Quality Inspector - US Marine,Marine
3928,Assistant Accountant at Turner Construction Company,Accountant
3929,President at Evergreen Resources LLC,President
3933,Digital Marketing Strategist at Distillata Company,Digital Marketing Strategist
3935,Occupational Therapy Graduate Student,Graduate Student
3938,"ATS Electronics Test Engineer/Technician Lead at Russelectric, A Siemens Company",Electronics Engineer
3939,Television Specialist at State of California,Television Specialist (TV Specialist)
3940,Speech Language Pathologist at Big Lake Schools,Language Pathologist
3941,"Physician Assistant, Clinic Medical Director",Clinic Director
3942,Senior Vice President Research - SG Capital Management LLC,President
3944,Senior Quality Assurance Specialist,Quality Assurance Specialist
3945,"Customer Service Representative at Print-O-Stat, Inc.",Customer Service Representative
3946,"Supervisor, Accounting - Trade Group at The Andersons, Inc.",Supervisor
3948,Postdoctoral Researcher,Postdoctoral Researcher
3949,"Senior VP, LatAm Director en Asylum Marketing",Director
3950,Operations Manager at Albireo Energy,Energy Operations Manager
3951,Yoga,Yoga Instructor
3954,Programmer/Analyst at Erie and Niagara Insurance,Analyst Programmer
3956,Volunteer Content Creator at KMRE,Content Creator
3958,Clinical Research Coordinator,Clinical Coordinator
3959,National Recruiter at Adecco,Recruiter
3960,Archaeology Graduate Student at Stony Brook University,Graduate Student
3962,Graduate of Brightpoint Community College and current student at Southern New Hampshire University. Studying Criminal Justice with a concentration in Criminology and Crime Analysis.,Justice
3965,Surgery Business Coordinator at San Ramon Regional Medical Center,Business Coordinator
3966,Vice President of Parking Systems of America,President
3968,Buyer at Costco Wholesale,Wholesale Buyer
3969,High School Art Teacher at Skyline H.S. in the D.I.S.D.,High School Teacher
3973,IT Business Analyst,IT Business Analyst (Information Technology Business Analyst)
3974,"Human Resource Coordinator II at Florida Canyon Mining, Inc.",Resource Coordinator
3976,Pediatric Nurse Practitioner at Boston Chidren's Hospital,Pediatric Nurse
3977,Vice President at Kidder Mathews,President
3978,Strategy Manager - Albertsons Media Collective,Media Manager
3979,"Pricing Strategy Analyst intern @ADM,Graduate MSIS Student @ University of Cincinnati Carl H Lindner College of Business, MBA from IIT Dhanbad, Technology, Strategy consulting enthusiast",Graduate Student
3980,Vice President of Human Resources,President
3981,HTML Email Developer,C Developer
3982,RN House Supervisor at Veterans Community Living Center at Fitzsimons,Supervisor
3983,"Litigation Paralegal at Lakin & Lakin, P.C.",Litigation Paralegal
3984,Executive Assistant to Chief Executive Officer at Mizrachi Real Estate,Executive Officer
3986,Maintenance & Info specialist,Employee Health Maintenance Program Specialist
3989,Director of Corporate Development at Fastenal,Director
3990,"Vice President, Mergers & Acquisitions at Moelis & Company",President
3991,Licensed Professional Counselor at Private Practice,Licensed Counselor
3992,Chief Strategy Officer Tenet3,Chief
3995,Pit Boss,Blackjack Pit Boss
3997,Versatile Artist | Actor | Singer | Dancer | Voice Teacher | Fitness Business Consultant | Master's in Music,Actor
3999,Detailed-oriented sales and financial professional with seven years of experience. Exceptional interpersonal and client relations skills.,Financial Professional
4000,Derrickhand,Derrickhand
4001,Assistant Production Manager Samuel Roll Form Group,Group Manager
4003,"Senior Writer, Editor, Content Provider, Marketing Guru and Project Juggler",Juggler
4005,Therapist - Teacher - Industry Leader - Consultant - Tour Director - Contact Tracer,Industry Consultant
4007,Sales Operations Analyst at Digital Turbine,Digital Analyst
4011,Distinguished Member of the Technical Staff at Motorola,Technical Staff Member
4013,"Veterinary Technician at Best Friends Animal Hospital and Pet Resort, Social Media Director at Best Friends Animal Hospital and Pet Resort",Media Director
4016,Video/Stills + Digital Tech + Professional Photo Assistant + Post-Production Video Specialist + Aerial Drone Videography,Video Production Specialist
4018,Front Desk Supervisor at Country Inns & Suites By Carlson,Supervisor
4021,HIPAA Compliance Officer @ DESC,Tax Compliance Officer
4024,Director Of Financial Aid at Bluffton University,Financial Director
4025,Digital Content Provider,Digital Content Producer
4026,Digital Strategist at Thomson Reuters | Strategic Thinking | Digital Marketing & Strategy,Digital Marketing Strategist
4028,Public Utilities Regulatory Analyst V at the Office of Energy Infrastructure Safety,Safety Analyst
4030,"Senior Manager- Commercial Product and Marketing Manager, LEED GA",Marketing Product Manager
4031,Assistant Manager Lead Technician CPhT at CVS Pharmacy,Pharmacy Manager
4033,Internal Medicine Physician,General Internal Medicine Physician
4034,Registered Nurse at Catholic Health Initiatives,Registered Health Nurse
4037,"Director, Campus Planning and Development at Salem State University",Campus Director
4041,Office Administrator/Bookkeeper.,Administrator
4042,Managing Director at Universal Rx,Director
4046,"Business Development Representative at Lehigh CustomFit for VA, MD, D.C., DE, SC, and NC. Owner of KD Supply, Limited",Business Development Representative
